Rainfall_mm,Slope_Angle,Soil_Saturation,Vegetation_Cover,Earthquake_Activity,Proximity_to_Water,Landslide,Soil_Type_Gravel,Soil_Type_Sand,Soil_Type_Silt,Elevation,Curvature,Drainage_Density,Distance_to_River,Rainfall_24h,Rainfall_48h,Rainfall_72h,LULC_Agriculture,LULC_Barren,LULC_Forest,LULC_Grassland,LULC_Urban,Slope_Elevation_Interaction,Slope_Curvature_Interaction,Rainfall_Saturation,Water_Proximity_Drainage,Rainfall_Intensity_24h,Rainfall_Intensity_Change,Veg_Slope_Risk,Risk_Composite
181.88280517301678,58.65068088874319,1.0,0.619931771280053,4.188091868453955,0.13040255118753835,1,0,0,0,2058.5126745183393,0.9596456056926368,6.023270447438317,11.977874256969937,89.89025616605852,111.49242928654695,175.2474842494395,False,False,True,False,False,120.73316997860839,56.28386818576352,181.88280517301678,0.7854498328384621,3.7454273402524385,1.7782755850704373,22.291260398603473,0.7431007603524953
225.85638825829437,38.41850388304632,0.8318285233462964,0.32939344551384947,3.2139129443973857,0.8843442846375839,1,0,0,1,1357.375624139881,0.8345806258446142,5.527344109279639,0.4449710834073838,98.9438053304975,179.1157624515268,194.4070069861092,False,False,False,True,False,52.14834068677044,32.06333901472654,187.8737859332248,4.8880751722666655,4.122658555437396,1.9888167011585771,25.76370051752249,0.698803217675989
187.94883035435612,39.89299134235782,0.556337470347281,0.1859363424201417,5.288240745588573,0.21577988129525943,1,0,0,1,1848.6003810845439,0.7459462189075479,7.000586679838943,3.314166079713242,60.235295491220356,118.47562975584083,183.72390405910167,False,False,True,False,False,73.74619899808506,29.758026052743357,104.56297683407274,1.5105857627728214,2.509803978800848,2.572679345164194,32.475434443961426,0.6630929666861662
250.7992589675632,30.790957744372026,0.5123590457143008,0.5026218592364653,2.5940394344829385,1.0,0,0,0,1,1579.0536810472665,-0.7450935232478465,3.2578507197231232,0.0,87.50684851967044,165.24974893411843,244.37838625085413,False,False,False,True,False,48.62057516922148,-22.942143189929716,128.49926899047446,3.2578507197231232,3.6461186883196017,3.2681570360663272,15.314749315224319,0.5932311527000693
167.25698259513072,24.07077268893219,0.8107886788400746,0.23916770445196042,6.673714150162811,0.15352120725371798,1,0,0,0,1108.3364790435662,0.8377818008958853,5.9829208793131965,10.972272931450533,70.08390167114797,126.03263500136164,154.02380383349694,False,False,True,False,False,26.678515449909142,20.1660552922891,135.6100679450834,0.9185052362956379,2.9201625696311653,1.7487479617156036,18.313821240535336,0.6391732224729901
140.51306836408142,59.12949922619994,0.7480079133764743,0.08462247606625312,1.449649435318845,0.6728137742728326,1,0,0,1,2285.3636764172047,1.3549491043592985,6.894383905095439,4.6173926522736926,49.897759133918996,95.8208376109166,131.24811126012554,False,False,False,False,True,135.13240973629658,80.11746201775344,105.10488706914244,4.638636456473133,2.079073297246625,1.694799002629303,54.125814593121305,0.6945034707193501
203.53635096504087,40.5576163913729,0.8186677296129525,0.0,6.311696844246757,0.12210057137088332,1,0,0,1,1870.5633137828238,0.16451402175299432,7.830749475618966,3.2403108694381837,100.03981421186181,129.50874939121525,194.78656942579812,True,False,False,False,False,75.86558931617907,6.672296585259921,166.62864233825508,0.9561389852353207,4.168325592160909,1.973890733623673,40.5576163913729,0.7764270629599722
243.10998292787366,47.64663519151363,0.6522339793740877,0.2610066519765629,3.026225901104954,0.8695245346074152,0,0,0,1,1706.0472141730702,0.5947898082515612,7.7326219441633235,1.699588696185034,92.642020092544,168.58376105406035,231.32211925826795,True,False,False,False,False,81.2874092332024,28.339733009392482,158.56459159061356,6.7237044972937,3.8600841705226667,2.889168732619249,35.21054646222798,0.7261652262247271
233.83211113780607,57.63318097347766,0.8657362309310898,0.28486932173396196,3.5763997579973514,0.5677676526947362,1,0,0,0,2435.2162788233127,0.13091596966938562,7.709648580352441,1.8343694068104832,91.53266355110073,166.9070212417618,199.33729087073218,False,False,True,False,False,140.3492605069828,7.545103772274014,202.43693056710393,4.377289077568011,3.8138609812958637,2.2459297358256554,41.215255800192395,0.8054786382343345
314.9444856965006,51.4769250304851,0.9951876933875652,0.2680666757207282,4.940704468296523,0.2042141241672037,1,0,0,0,1780.654895228183,-0.45942000306122466,7.7405653593065855,11.598020560548703,138.67648780725702,217.48596079782675,273.4868614122739,False,False,True,False,False,91.66263854682748,-23.649529055087896,313.4288762654334,1.5807327754097906,5.778186991969043,2.8085494501045187,37.67767686123781,0.9088407030471617
249.2464044972487,34.991694485170974,0.8200597366060584,0.1863711681016988,8.238098949524884,0.2989332941318475,1,0,0,1,1331.8881720620925,-0.01944068791948339,6.32323001630761,6.423463704855969,100.90739346829676,195.35664374600535,217.93821053771413,False,False,False,False,True,46.60502400520957,-0.680262612260117,204.39694082202084,1.8902239783282095,4.204474727845699,2.4381420222795285,28.470251510111886,0.7987885314751068
160.72155775664055,19.39024173324777,0.7738183256691706,0.28429262226900986,4.960846062235076,0.0,0,0,0,0,1157.9305610480628,-0.07616710239932745,3.0310754447198223,0.6027537779870447,60.50028634474825,105.58439749410628,154.83133500076477,False,False,False,True,False,22.452553489037154,-1.4768985276439954,124.3692867221845,0.0,2.5208452643645103,1.9652301803336776,13.87773906447277,0.5745032328991567
194.41565452131792,32.041405923373844,0.8762124627643038,0.1887453382992073,5.668034138311323,0.5857946503795889,1,0,0,1,1230.2770018558833,0.1429886935578307,8.260005897843833,0.41208611311074883,61.30461688825547,142.36405768847553,178.08717643168958,True,False,False,False,False,39.41980481465571,4.581558772739364,170.34941944805803,4.83866726706077,2.5543590370106446,2.432969990488211,25.993739922784425,0.7058241206049456
234.10217335748828,51.47575868017476,1.0,0.21769186546803657,6.470259777424712,0.21952531189893035,1,0,0,0,1803.961922163348,0.03530054179875369,6.672097460129686,2.0593025201538278,98.15649376590233,145.71899168221913,218.1423499152711,True,False,False,False,False,92.86030857350471,1.8171221709120675,234.10217335748828,1.4646942759550303,4.089853906912597,2.499705336445183,40.269904746705045,0.8583630039059832
241.61635846879852,58.27326932948091,0.9780740842469192,0.5054568202293817,3.083978342732098,0.9103857102242442,0,0,0,0,2238.7186180472045,0.2160201098861897,5.791834648454743,0.2885410570122707,114.4092130847801,163.92633183348875,233.3779934090702,False,False,True,False,False,130.45745298238805,12.588198043981993,236.31869854844547,5.272803499934857,4.767050545199171,2.4785162567560435,28.81864790983114,0.7982747746242136
119.87592248791243,57.67535986709966,0.6699750119951873,0.2675544943051111,4.6225229242725785,0.4410229247752629,1,0,0,0,1945.7277671209456,0.5712504378567927,6.85575005810026,6.501170173993113,52.404057809083746,89.69100341096076,108.02586872313749,False,True,False,False,False,112.22054917210882,32.94707457762877,80.31387260677327,3.0235429421515554,2.183502408711823,1.1587877273761198,42.24405812399251,0.6700877919627544
272.3788869457417,36.185038217495446,0.6728680635933603,0.49452874809453756,5.937162445794234,0.45592628780196187,1,0,0,1,1065.6223968423246,-0.023263109380116553,7.985674715871918,2.0294521874306994,102.49590332611119,175.67440977630616,262.11933688812513,False,False,True,False,False,38.55958715515862,-0.8417765019772943,183.27505422289602,3.64087902880147,4.270662638587966,3.3254881992086234,18.29049656804443,0.7183607863916199
267.2798846755691,52.625999810742314,0.7403353571702826,0.3102324554174889,3.0546182153308155,0.5690113782199059,1,0,0,1,1889.1138728383971,0.7980221643824371,8.967587676178713,6.27198497234779,87.0116869671776,191.89471821884175,244.92055684149526,False,False,True,False,False,99.41650631446416,41.99671427175831,197.87674888571942,5.102659422930293,3.6254869569657333,3.2897681223816178,36.29970667065542,0.7817244900845831
